4037.91440,40.631904602,40.631905111,00839.34053,8.655674934,8.655675252
4037.91433,40.631904602,40.631905111,00839.34060,8.655675888,8.655676270
4037.91407,40.631900787,40.631901042,00839.34057,8.655675888,8.655676270
4037.91397,40.631900787,40.631901042,00839.34054,8.655674934,8.655675252
4037.91395,40.631900787,40.631901042,00839.34053,8.655674934,8.655675252
4037.91392,40.631896973,40.631896973,00839.34056,8.655675888,8.655676270
4037.91393,40.631896973,40.631896973,00839.34058,8.655675888,8.655676270
4037.91388,40.631896973,40.631896973,00839.34063,8.655676842,8.655677287
4037.91402,40.631900787,40.631901042,00839.34051,8.655674934,8.655675252
4037.91413,40.631900787,40.631901042,00839.34043,8.655673981,8.655674235
4037.91420,40.631904602,40.631905111,00839.34037,8.655673027,8.655673218
4037.91434,40.631904602,40.631905111,00839.34039,8.655673027,8.655673218
4037.91427,40.631904602,40.631905111,00839.34054,8.655674934,8.655675252
4037.91421,40.631904602,40.631905111,00839.34067,8.655678749,8.655678304
4037.91420,40.631904602,40.631905111,00839.34084,8.655680656,8.655680339
4037.91396,40.631900787,40.631901042,00839.34093,8.655682564,8.655682373
4037.91368,40.631893158,40.631892904,00839.34101,8.655683517,8.655683390
4037.91351,40.631893158,40.631892904,00839.34108,8.655684471,8.655684408
4037.91326,40.631889343,40.631888835,00839.34117,8.655686378,8.655686442
4037.91319,40.631885529,40.631884766,00839.34130,8.655688286,8.655688477
4037.91317,40.631885529,40.631884766,00839.34140,8.655689240,8.655689494
4037.91315,40.631885529,40.631884766,00839.34151,8.655691147,8.655691528
4037.91309,40.631885529,40.631884766,00839.34156,8.655692101,8.655692546
4037.91305,40.631885529,40.631884766,00839.34165,8.655694962,8.655694580
4037.91294,40.631881714,40.631880697,00839.34162,8.655694008,8.655693563
4037.91302,40.631885529,40.631884766,00839.34161,8.655694008,8.655693563
4037.91305,40.631885529,40.631884766,00839.34166,8.655694962,8.655694580
4037.91305,40.631885529,40.631884766,00839.34167,8.655694962,8.655694580
4037.91320,40.631885529,40.631884766,00839.34171,8.655695915,8.655695597
4037.91324,40.631889343,40.631888835,00839.34171,8.655695915,8.655695597
4037.91340,40.631889343,40.631888835,00839.34174,8.655695915,8.655695597
4037.91362,40.631893158,40.631892904,00839.34182,8.655696869,8.655696615
4037.91378,40.631896973,40.631896973,00839.34174,8.655695915,8.655695597
4037.91400,40.631900787,40.631901042,00839.34164,8.655694008,8.655693563
4037.91430,40.631904602,40.631905111,00839.34149,8.655691147,8.655691528
4037.91444,40.631908417,40.631909180,00839.34136,8.655689240,8.655689494
4037.91466,40.631908417,40.631909180,00839.34137,8.655689240,8.655689494
4037.91491,40.631912231,40.631913249,00839.34125,8.655687332,8.655687459
4037.91479,40.631912231,40.631913249,00839.34127,8.655687332,8.655687459
4037.91461,40.631908417,40.631909180,00839.34124,8.655687332,8.655687459
4037.91461,40.631908417,40.631909180,00839.34130,8.655688286,8.655688477
4037.91451,40.631908417,40.631909180,00839.34138,8.655689240,8.655689494
4037.91406,40.631900787,40.631901042,00839.34135,8.655689240,8.655689494
4037.91391,40.631896973,40.631896973,00839.34130,8.655688286,8.655688477
4037.91378,40.631896973,40.631896973,00839.34136,8.655689240,8.655689494
4037.91364,40.631893158,40.631892904,00839.34132,8.655688286,8.655688477
4037.91363,40.631893158,40.631892904,00839.34145,8.655690193,8.655690511
4037.91330,40.631889343,40.631888835,00839.34149,8.655691147,8.655691528
4037.91314,40.631885529,40.631884766,00839.34175,8.655695915,8.655695597
4037.91282,40.631881714,40.631880697,00839.34180,8.655696869,8.655696615
4037.91254,40.631877899,40.631876628,00839.34200,8.655699730,8.655699666
4037.91206,40.631870270,40.631868490,00839.34222,8.655703545,8.655703735
4037.91147,40.631855011,40.631856283,00839.34244,8.655707359,8.655707804
4037.91074,40.631843567,40.631844076,00839.34263,8.655711174,8.655710856
4037.91032,40.631839752,40.631840007,00839.34289,8.655714989,8.655714925
4037.90998,40.631832123,40.631831868,00839.34295,8.655715942,8.655715942
4037.91020,40.631835938,40.631835938,00839.34275,8.655713081,8.655712891
4037.91004,40.631835938,40.631835938,00839.34291,8.655714989,8.655714925
4037.90980,40.631832123,40.631831868,00839.34315,8.655718803,8.655718994
4037.90947,40.631824493,40.631823730,00839.34324,8.655720711,8.655721029
4037.90941,40.631824493,40.631823730,00839.34352,8.655725479,8.655725098
4037.90929,40.631820679,40.631819661,00839.34362,8.655727386,8.655727132
4037.90934,40.631824493,40.631823730,00839.34360,8.655727386,8.655727132
4037.90918,40.631820679,40.631819661,00839.34349,8.655725479,8.655725098
4037.90926,40.631820679,40.631819661,00839.34344,8.655724525,8.655724080
4037.90915,40.631820679,40.631819661,00839.34349,8.655725479,8.655725098
4037.90952,40.631824493,40.631823730,00839.34332,8.655721664,8.655722046
4037.90924,40.631820679,40.631819661,00839.34328,8.655720711,8.655721029
4037.90924,40.631820679,40.631819661,00839.34332,8.655721664,8.655722046
4037.90928,40.631820679,40.631819661,00839.34340,8.655722618,8.655723063
4037.90932,40.631824493,40.631823730,00839.34358,8.655726433,8.655726115
4037.90942,40.631824493,40.631823730,00839.34378,8.655729294,8.655729167
4037.90940,40.631824493,40.631823730,00839.34396,8.655732155,8.655732218
4037.90938,40.631824493,40.631823730,00839.34405,8.655734062,8.655734253
4037.90959,40.631828308,40.631827799,00839.34415,8.655735970,8.655736287
4037.90987,40.631832123,40.631831868,00839.34441,8.655740738,8.655740356
4037.91020,40.631835938,40.631835938,00839.34463,8.655743599,8.655743408
4037.91029,40.631839752,40.631840007,00839.34477,8.655746460,8.655746460
4037.91036,40.631839752,40.631840007,00839.34481,8.655746460,8.655746460
4037.91059,40.631843567,40.631844076,00839.34495,8.655749321,8.655749512
4037.91103,40.631851196,40.631852214,00839.34505,8.655750275,8.655750529
4037.91117,40.631851196,40.631852214,00839.34515,8.655752182,8.655752563
4037.91169,40.631858826,40.631860352,00839.34523,8.655753136,8.655753581
4037.91234,40.631874084,40.631872559,00839.34538,8.655756950,8.655756632
4037.91263,40.631877899,40.631876628,00839.34538,8.655756950,8.655756632
4037.91290,40.631881714,40.631880697,00839.34534,8.655755997,8.655755615
4037.91298,40.631885529,40.631884766,00839.34523,8.655753136,8.655753581
4037.91332,40.631889343,40.631888835,00839.34526,8.655755043,8.655754598
4037.91350,40.631893158,40.631892904,00839.34515,8.655752182,8.655752563
4037.91379,40.631896973,40.631896973,00839.34513,8.655752182,8.655752563
4037.91441,40.631904602,40.631905111,00839.34517,8.655752182,8.655752563
4037.91469,40.631912231,40.631913249,00839.34516,8.655752182,8.655752563
4037.91482,40.631912231,40.631913249,00839.34507,8.655751228,8.655751546
4037.91460,40.631908417,40.631909180,00839.34489,8.655748367,8.655748494
4037.91441,40.631904602,40.631905111,00839.34463,8.655743599,8.655743408
4037.91431,40.631904602,40.631905111,00839.34450,8.655741692,8.655741374
4037.91415,40.631900787,40.631901042,00839.34435,8.655739784,8.655739339
4037.91395,40.631900787,40.631901042,00839.34418,8.655735970,8.655736287
4037.91411,40.631900787,40.631901042,00839.34411,8.655735016,8.655735270
4037.91432,40.631904602,40.631905111,00839.34409,8.655735016,8.655735270
4037.91452,40.631908417,40.631909180,00839.34412,8.655735016,8.655735270
4037.91506,40.631916046,40.631917318,00839.34425,8.655736923,8.655737305
4037.91555,40.631923676,40.631925456,00839.34440,8.655740738,8.655740356
4037.91584,40.631931305,40.631929525,00839.34458,8.655743599,8.655743408
4037.91599,40.631935120,40.631933594,00839.34462,8.655743599,8.655743408
4037.91606,40.631935120,40.631933594,00839.34468,8.655744553,8.655744425
4037.91613,40.631935120,40.631933594,00839.34468,8.655744553,8.655744425
4037.91642,40.631942749,40.631941732,00839.34478,8.655746460,8.655746460
4037.91680,40.631946564,40.631945801,00839.34494,8.655748367,8.655748494
4037.91710,40.631950378,40.631949870,00839.34504,8.655750275,8.655750529
4037.91724,40.631954193,40.631953939,00839.34519,8.655753136,8.655753581
4037.91752,40.631958008,40.631958008,00839.34533,8.655755997,8.655755615
4037.91757,40.631958008,40.631958008,00839.34547,8.655757904,8.655757650
4037.91741,40.631958008,40.631958008,00839.34553,8.655758858,8.655758667
4037.91712,40.631954193,40.631953939,00839.34556,8.655759811,8.655759684
4037.91673,40.631946564,40.631945801,00839.34548,8.655757904,8.655757650
4037.91652,40.631942749,40.631941732,00839.34550,8.655758858,8.655758667
4037.91619,40.631938934,40.631937663,00839.34554,8.655758858,8.655758667
4037.91569,40.631931305,40.631929525,00839.34552,8.655758858,8.655758667
4037.91544,40.631923676,40.631925456,00839.34563,8.655760765,8.655760701
4037.91537,40.631919861,40.631921387,00839.34570,8.655761719,8.655761719
4037.91528,40.631919861,40.631921387,00839.34574,8.655762672,8.655762736
4037.91497,40.631916046,40.631917318,00839.34581,8.655763626,8.655763753
4037.91489,40.631912231,40.631913249,00839.34585,8.655763626,8.655763753
4037.91499,40.631916046,40.631917318,00839.34594,8.655765533,8.655765788
4037.91532,40.631919861,40.631921387,00839.34611,8.655768394,8.655768840
4037.91532,40.631919861,40.631921387,00839.34630,8.655772209,8.655771891
